lat,lon,year,cat,og,d,v,n
33.777,-118.147,2017,Unpermitted Construction,E,3,0,3
33.769,-118.151,2017,Property Maintenance,I,3,0,1
33.779,-118.151,2017,No type recorded,I,3,1,1
33.758,-118.138,2017,No type recorded,E,3,0,1
33.771,-118.123,2017,No type recorded,I,3,0,1
33.772,-118.152,2017,Other,E,3,1,1
33.772,-118.15,2017,Signage,I,3,0,1
33.772,-118.143,2017,Signage,I,3,1,1
33.774,-118.137,2017,Property Maintenance,I,3,1,1
33.772,-118.152,2017,Other,E,3,0,1
33.771,-118.142,2017,Other,I,3,1,1
33.772,-118.141,2017,No type recorded,I,3,1,4
33.772,-118.141,2017,No type recorded,I,3,0,22
33.772,-118.151,2017,Other,I,3,0,1
33.759,-118.128,2017,Property Maintenance,I,3,1,1
33.76,-118.148,2017,Unpermitted Construction,E,3,1,1
33.767,-118.141,2017,No type recorded,E,3,0,1
33.769,-118.137,2017,Property Maintenance,E,3,0,1
33.783,-118.151,2017,No type recorded,E,3,0,1
33.783,-118.144,2017,No type recorded,E,3,0,16
33.783,-118.14,2017,No type recorded,E,3,1,2
33.783,-118.14,2017,No type recorded,E,3,0,20
33.774,-118.15,2017,No type recorded,I,3,0,2
33.759,-118.142,2009,Other,I,3,1,2
33.778,-118.146,2008,Unpermitted Construction,E,3,1,1
33.776,-118.149,2017,No type recorded,I,3,0,1
33.785,-118.149,2017,No type recorded,I,3,0,1
33.785,-118.147,2017,No type recorded,I,3,0,1
33.778,-118.144,2017,No type recorded,I,3,1,1
33.762,-118.141,2017,Property Maintenance,I,3,0,1
33.746,-118.119,2017,No type recorded,E,3,0,1
33.764,-118.148,2017,No type recorded,I,3,0,2
33.771,-118.152,2017,Property Maintenance,E,3,0,1
33.775,-118.123,2017,No type recorded,I,3,1,1
33.777,-118.144,2017,No type recorded,I,3,1,1
33.759,-118.148,2017,Other,E,3,1,1
33.774,-118.136,2017,No type recorded,I,3,0,1
33.783,-118.135,2017,No type recorded,I,3,1,1
33.783,-118.135,2017,No type recorded,I,3,0,20
33.767,-118.151,2017,Property Maintenance,I,3,0,1
33.784,-118.14,2017,No type recorded,I,3,1,3
33.775,-118.138,2017,Signage,E,3,1,1
33.781,-118.151,2017,Property Maintenance,I,3,0,1
33.759,-118.126,2017,Health/Pests,I,3,0,1
33.772,-118.139,2017,No type recorded,E,3,1,1
33.772,-118.139,2017,No type recorded,E,3,0,4
33.772,-118.14,2017,No type recorded,E,3,1,1
33.772,-118.14,2017,No type recorded,E,3,0,22
33.771,-118.151,2017,Property Maintenance,I,3,0,1
33.772,-118.138,2017,No type recorded,E,3,0,12
33.78,-118.146,2017,Other,I,3,0,1
33.767,-118.113,2017,Other,E,3,0,1
33.782,-118.146,2017,No type recorded,I,3,0,1
33.786,-118.146,2017,Property Maintenance,I,3,0,1
33.753,-118.124,2017,No type recorded,E,3,0,1
33.784,-118.14,2017,No type recorded,I,3,0,4
33.784,-118.139,2017,No type recorded,I,3,1,2
33.765,-118.144,2009,No type recorded,I,3,1,2
33.769,-118.144,2017,Property Maintenance,I,3,0,1
33.773,-118.147,2017,Other,I,3,0,1
33.763,-118.132,2017,No type recorded,I,3,1,1
33.758,-118.127,2017,No type recorded,I,3,0,1
33.761,-118.132,2017,Property Maintenance,I,3,1,1
33.767,-118.151,2017,No type recorded,E,3,1,1
33.761,-118.148,2017,No type recorded,E,3,0,1
33.788,-118.145,2017,No type recorded,I,3,0,1
33.774,-118.142,2017,Unpermitted Construction,I,3,0,1
33.767,-118.14,2017,Property Maintenance,I,3,0,1
33.75,-118.124,2017,Property Maintenance,E,3,0,1
33.772,-118.152,2017,Property Maintenance,E,3,0,1
33.773,-118.147,2017,Property Maintenance,I,3,1,1
33.769,-118.141,2017,No type recorded,I,3,0,1
33.764,-118.141,2017,Property Maintenance,I,3,0,1
33.782,-118.151,2017,No type recorded,P,3,1,1
33.775,-118.123,2017,Property Maintenance,I,3,1,1
33.767,-118.139,2009,Property Maintenance,I,3,1,1
33.769,-118.136,2017,Other,E,3,0,1
33.783,-118.149,2017,Habitability,E,3,0,1
33.775,-118.123,2017,Unpermitted Construction,I,3,1,1
33.758,-118.127,2017,Other,I,3,0,1
33.784,-118.139,2017,No type recorded,E,3,0,3
33.786,-118.151,2017,No type recorded,I,3,1,1
33.786,-118.151,2017,No type recorded,I,3,0,14
33.784,-118.14,2017,Property Maintenance,E,3,1,1
33.786,-118.151,2017,No type recorded,E,3,0,1
33.786,-118.141,2017,No type recorded,I,3,0,1
33.786,-118.14,2017,No type recorded,E,3,1,1
33.786,-118.14,2017,No type recorded,I,3,0,1
33.779,-118.141,2017,Property Maintenance,I,3,0,1
33.785,-118.151,2017,Vehicles,E,3,0,1
33.785,-118.151,2017,Vehicles,I,3,0,1
33.763,-118.145,2017,Other,I,3,0,1
33.773,-118.142,2017,No type recorded,I,3,1,1
33.757,-118.126,2017,Other,I,3,0,1
33.752,-118.121,2018,No type recorded,E,3,1,1
33.786,-118.14,2018,No type recorded,E,3,0,1
33.786,-118.14,2018,No type recorded,I,3,0,2
33.786,-118.139,2018,No type recorded,I,3,1,1
33.76,-118.145,2018,No type recorded,I,3,0,9
33.76,-118.145,2018,No type recorded,E,3,1,5
33.76,-118.145,2018,No type recorded,E,3,0,42
33.759,-118.136,2018,Unpermitted Construction,I,3,0,2
33.773,-118.141,2018,No type recorded,E,3,1,1
33.775,-118.152,2018,Signage,E,3,0,1
33.753,-118.127,2018,No type recorded,E,3,1,1
33.772,-118.11,2018,Property Maintenance,I,3,0,1
33.761,-118.149,2018,No type recorded,I,3,1,1
33.769,-118.136,2018,No type recorded,E,3,0,1
33.779,-118.151,2018,Property Maintenance,E,3,0,1
33.783,-118.152,2018,Property Maintenance,I,3,0,1
33.762,-118.149,2018,No type recorded,E,3,1,1
33.783,-118.142,2018,Property Maintenance,I,3,0,1
33.762,-118.132,2018,No type recorded,I,3,0,2
33.787,-118.15,2018,No type recorded,I,3,0,1
33.76,-118.145,2018,Vehicles,I,3,0,1
33.778,-118.149,2018,No type recorded,E,3,0,2
33.787,-118.152,2018,Other,I,3,0,1
33.763,-118.145,2018,No type recorded,I,3,1,2
33.763,-118.145,2018,No type recorded,I,3,0,45
33.763,-118.145,2018,No type recorded,E,3,1,1
33.763,-118.145,2018,No type recorded,E,3,0,15
33.775,-118.152,2018,Graffiti,E,3,1,2
33.767,-118.14,2018,Other,I,3,0,1
33.769,-118.144,2018,Vehicles,I,3,0,2
33.76,-118.139,2018,Other,E,3,0,1
33.76,-118.139,2018,Other,I,3,0,1
33.764,-118.15,2018,No type recorded,E,3,0,1
33.772,-118.139,2018,Property Maintenance,E,3,0,1
33.755,-118.136,2018,No type recorded,E,3,0,1
33.764,-118.135,2018,No type recorded,I,3,0,1
33.774,-118.122,2018,Other,I,3,0,1
33.787,-118.145,2018,No type recorded,E,3,0,1
33.784,-118.15,2018,No type recorded,I,3,0,1
33.783,-118.151,2018,No type recorded,I,3,0,1
33.784,-118.151,2018,No type recorded,E,3,0,1
33.764,-118.145,2018,No type recorded,I,3,1,2
33.764,-118.145,2018,No type recorded,I,3,0,58
33.761,-118.143,2018,Unpermitted Construction,I,3,1,1
33.78,-118.141,2018,Property Maintenance,I,3,1,2
33.764,-118.145,2018,No type recorded,E,3,1,1
33.764,-118.145,2018,No type recorded,E,3,0,28
33.772,-118.143,2018,No type recorded,I,3,0,1
33.774,-118.126,2018,No type recorded,I,3,1,1
33.759,-118.137,2018,No type recorded,I,3,0,1
33.759,-118.144,2018,No type recorded,E,3,0,24
33.785,-118.145,2018,No type recorded,I,3,0,1
33.783,-118.144,2018,Property Maintenance,I,3,0,1
33.783,-118.148,2018,Unpermitted Construction,E,3,0,1
33.783,-118.135,2018,Property Maintenance,I,3,0,1
33.747,-118.119,2018,No type recorded,I,3,1,1
33.786,-118.14,2018,Other,E,3,0,1
33.764,-118.146,2018,No type recorded,E,3,1,1
33.789,-118.149,2018,Property Maintenance,I,3,0,2
33.77,-118.138,2018,No type recorded,I,3,1,1
33.769,-118.123,2018,Other,E,3,0,1
33.773,-118.138,2018,Unpermitted Construction,I,3,0,1
33.78,-118.14,2018,Other,I,3,0,2
33.78,-118.14,2018,No type recorded,I,3,0,3
33.773,-118.15,2018,Property Maintenance,E,3,0,1
33.789,-118.151,2018,No type recorded,E,3,0,1
33.772,-118.143,2018,No type recorded,E,3,0,1
33.765,-118.128,2018,Other,I,3,0,1
33.762,-118.125,2018,Other,I,3,0,1
33.771,-118.131,2018,Other,E,3,0,1
33.773,-118.132,2018,Other,E,3,0,1
33.773,-118.13,2018,Other,I,3,0,1
33.773,-118.129,2018,Other,I,3,0,1
33.774,-118.123,2018,Other,I,3,0,1
33.758,-118.127,2018,No type recorded,I,3,1,2
33.762,-118.132,2018,Other,I,3,0,1
33.785,-118.132,2018,Other,I,3,0,1
33.788,-118.144,2009,Property Maintenance,I,3,1,1
33.769,-118.145,2018,No type recorded,I,3,1,1
33.759,-118.125,2018,Other,E,3,0,1
33.759,-118.131,2018,Unpermitted Construction,I,3,0,1
33.75,-118.122,2018,No type recorded,I,3,0,1
33.785,-118.151,2018,No type recorded,I,3,0,1
33.784,-118.136,2018,Other,I,3,0,1
33.769,-118.149,2009,Property Maintenance,I,3,1,1
33.784,-118.136,2018,No type recorded,I,3,0,1
33.757,-118.128,2018,Vehicles,I,3,0,1
33.788,-118.15,2018,Other,I,3,0,1
33.771,-118.151,2018,No type recorded,I,3,0,2
33.775,-118.139,2018,Property Maintenance,I,3,0,1
33.774,-118.143,2018,No type recorded,E,3,1,1
33.783,-118.146,2018,No type recorded,I,3,0,1
33.786,-118.15,2018,Property Maintenance,E,3,1,1
33.766,-118.141,2018,Other,E,3,0,1
33.766,-118.137,2018,Other,I,3,0,1
33.774,-118.125,2018,Other,I,3,0,6
33.774,-118.127,2018,Other,I,3,0,1
33.771,-118.131,2018,Other,I,3,0,1
33.771,-118.13,2018,Other,I,3,0,1
33.76,-118.125,2018,Other,I,3,0,1
33.783,-118.143,2018,Other,E,3,0,1
33.787,-118.152,2018,Property Maintenance,I,3,0,1
33.774,-118.124,2018,No type recorded,I,3,0,1
33.746,-118.12,2018,No type recorded,I,3,1,1
33.783,-118.152,2018,Graffiti,I,3,1,1
33.78,-118.143,2018,No type recorded,I,3,0,1
33.761,-118.137,2018,Signage,E,3,0,1
33.772,-118.125,2018,Property Maintenance,E,3,1,1
33.766,-118.141,2018,Signage,E,3,0,1
33.766,-118.141,2018,No type recorded,I,3,1,1
33.77,-118.145,2018,Property Maintenance,I,3,1,1
33.757,-118.139,2018,Property Maintenance,E,3,0,3
33.77,-118.148,2018,No type recorded,I,3,0,2
33.771,-118.131,2018,Signage,E,3,0,1
33.772,-118.128,2018,Signage,I,3,0,2
33.772,-118.129,2018,Signage,E,3,0,1
33.765,-118.145,2018,No type recorded,I,3,1,2
33.765,-118.145,2018,No type recorded,I,3,0,14
33.776,-118.145,2018,No type recorded,I,3,1,2
33.776,-118.145,2018,No type recorded,I,3,0,15
33.768,-118.136,2018,Other,I,3,0,1
33.758,-118.125,2018,Other,I,3,0,1
33.758,-118.128,2018,Property Maintenance,I,3,0,1
33.777,-118.145,2018,No type recorded,E,3,1,2
33.777,-118.148,2018,Other,I,3,0,1
33.79,-118.149,2018,Inspection,E,3,0,1
33.789,-118.141,2018,Inspection,I,3,0,1
33.764,-118.116,2018,Inspection,E,3,0,1
33.746,-118.12,2018,No type recorded,I,3,0,1
33.761,-118.145,2018,Property Maintenance,E,3,0,1
33.787,-118.152,2018,Unpermitted Construction,I,3,0,1
33.747,-118.121,2018,No type recorded,E,3,1,1
33.762,-118.15,2018,No type recorded,E,3,0,1
33.775,-118.141,2018,No type recorded,E,3,0,1
33.775,-118.124,2018,Unpermitted Construction,I,3,1,1
33.777,-118.145,2018,No type recorded,I,3,0,8
33.777,-118.145,2018,No type recorded,I,3,1,3
33.777,-118.145,2018,No type recorded,E,3,0,7
33.757,-118.122,2018,Property Maintenance,I,3,1,1
33.784,-118.15,2018,Other,I,3,1,1
33.76,-118.148,2018,Illegal Use,I,3,0,3
33.76,-118.142,2018,No type recorded,E,3,0,1
33.761,-118.133,2018,Property Maintenance,I,3,0,2
33.772,-118.14,2018,Property Maintenance,I,3,1,1
33.768,-118.114,2009,No type recorded,I,3,1,1
33.782,-118.143,2018,No type recorded,E,3,0,2
33.785,-118.142,2018,Property Maintenance,I,3,0,1
33.765,-118.128,2018,Property Maintenance,I,3,1,1
33.762,-118.136,2018,Property Maintenance,I,3,1,2
33.762,-118.136,2018,Unpermitted Construction,E,3,1,1
33.773,-118.148,2018,No type recorded,I,3,0,1
33.771,-118.15,2018,Other,I,3,1,1
33.786,-118.149,2018,No type recorded,E,3,0,2
33.783,-118.146,2018,Property Maintenance,I,3,0,1
33.778,-118.145,2018,No type recorded,I,3,1,2
33.778,-118.145,2018,No type recorded,I,3,0,10
33.778,-118.145,2018,No type recorded,E,3,1,2
33.771,-118.123,2018,No type recorded,I,3,0,1
33.773,-118.127,2018,Signage,I,3,0,1
33.772,-118.129,2018,Signage,I,3,0,1
33.772,-118.121,2018,No type recorded,I,3,0,1
33.767,-118.146,2018,Unpermitted Construction,I,3,0,1
33.759,-118.144,2018,Property Maintenance,I,3,0,1
33.778,-118.145,2018,No type recorded,E,3,0,2
33.78,-118.145,2018,No type recorded,E,3,0,9
33.788,-118.149,2018,Unpermitted Construction,I,3,1,2
33.753,-118.116,2018,Property Maintenance,I,3,1,1
33.753,-118.117,2018,Property Maintenance,E,3,0,1
33.784,-118.143,2018,Other,I,3,0,3
33.784,-118.143,2018,Nuisance,I,3,0,1
33.767,-118.113,2018,Other,E,3,0,1
33.769,-118.144,2018,Property Maintenance,I,3,1,1
33.78,-118.145,2018,Other,E,3,0,2
33.773,-118.138,2018,Vehicles,I,3,0,1
33.762,-118.131,2018,No type recorded,E,3,0,1
33.761,-118.135,2018,Vehicles,E,3,0,1
33.764,-118.138,2018,Property Maintenance,I,3,0,1
33.772,-118.147,2018,No type recorded,E,3,0,1
33.78,-118.15,2018,No type recorded,E,3,1,3
33.78,-118.145,2018,No type recorded,E,3,1,4
33.779,-118.141,2018,No type recorded,E,3,0,1
33.775,-118.141,2018,No type recorded,E,3,1,1
33.785,-118.147,2018,No type recorded,I,3,0,1
33.754,-118.107,2018,Other,E,3,0,1
33.772,-118.111,2018,Property Maintenance,I,3,0,1
33.781,-118.148,2018,Signage,E,3,0,1
33.758,-118.133,2018,No type recorded,E,3,1,1
33.78,-118.145,2018,No type recorded,I,3,1,2
33.78,-118.145,2018,No type recorded,I,3,0,4
33.781,-118.145,2018,No type recorded,I,3,1,2
33.781,-118.145,2018,No type recorded,I,3,0,24
33.781,-118.145,2018,No type recorded,E,3,0,4
33.786,-118.149,2018,Unpermitted Construction,I,3,1,1
33.762,-118.136,2018,No type recorded,I,3,1,3
33.747,-118.121,2018,Property Maintenance,E,3,0,1
33.772,-118.141,2018,No type recorded,I,3,0,1
33.771,-118.121,2018,Health/Pests,I,3,0,1
33.76,-118.131,2018,No type recorded,I,3,0,1
33.761,-118.15,2018,Property Maintenance,E,3,0,1
33.761,-118.15,2018,Vehicles,E,3,0,1
33.772,-118.118,2018,Other,E,3,0,1
33.775,-118.139,2018,No type recorded,I,3,0,1
33.758,-118.127,2018,Vehicles,I,3,0,2
33.782,-118.145,2018,No type recorded,E,3,0,20
33.782,-118.145,2018,No type recorded,E,3,1,1
33.782,-118.145,2018,No type recorded,I,3,0,4
33.769,-118.144,2018,Property Maintenance,I,3,0,1
33.758,-118.126,2018,Other,E,3,0,1
33.779,-118.146,2018,No type recorded,E,3,1,1
33.773,-118.148,2018,Property Maintenance,I,3,1,1
33.783,-118.149,2018,Inspection,E,3,0,1
33.775,-118.146,2018,No type recorded,E,3,1,1
33.757,-118.135,2018,Unpermitted Construction,I,3,0,1
33.785,-118.145,2018,Property Maintenance,I,3,0,1
33.779,-118.146,2018,No type recorded,E,3,0,6
33.761,-118.136,2018,No type recorded,I,3,1,1
33.781,-118.152,2018,Graffiti,E,3,1,1
33.757,-118.138,2018,No type recorded,I,3,0,8
33.781,-118.144,2018,No type recorded,I,3,1,1
33.781,-118.144,2018,No type recorded,I,3,0,15
33.764,-118.128,2018,Unpermitted Construction,I,3,0,1
33.755,-118.132,2009,No type recorded,I,3,1,2
33.773,-118.148,2018,Property Maintenance,I,3,0,2
33.776,-118.124,2018,Signage,E,3,0,1
33.766,-118.141,2018,Other,I,3,0,1
33.766,-118.139,2018,No type recorded,I,3,0,1
33.763,-118.131,2018,No type recorded,I,3,1,1
33.779,-118.152,2018,No type recorded,E,3,0,1
33.786,-118.146,2018,Property Maintenance,I,3,0,1
33.771,-118.15,2018,No type recorded,E,3,0,1
33.781,-118.149,2018,No type recorded,I,3,0,1
33.755,-118.134,2018,Other,E,3,0,2
33.789,-118.152,2018,No type recorded,I,3,0,1
33.788,-118.15,2018,Property Maintenance,I,3,1,1
33.783,-118.139,2018,Property Maintenance,I,3,0,1
33.761,-118.131,2018,Property Maintenance,I,3,1,1
33.759,-118.138,2018,Health/Pests,I,3,0,1
33.776,-118.126,2018,No type recorded,I,3,0,3
33.775,-118.125,2018,Property Maintenance,I,3,0,1
33.758,-118.134,2018,No type recorded,I,3,0,1
33.785,-118.141,2018,No type recorded,I,3,0,1
33.773,-118.151,2018,No type recorded,E,3,1,1
33.765,-118.141,2018,Property Maintenance,I,3,1,1
33.787,-118.15,2018,Other,I,3,0,1
33.777,-118.146,2018,No type recorded,E,3,0,1
33.776,-118.146,2018,Property Maintenance,E,3,1,1
33.775,-118.146,2018,Property Maintenance,E,3,0,1
33.775,-118.146,2018,Property Maintenance,I,3,0,1
33.779,-118.141,2018,Property Maintenance,E,3,1,1
33.766,-118.129,2018,No type recorded,I,3,0,1
33.762,-118.131,2018,No type recorded,I,3,0,1
33.774,-118.15,2018,Property Maintenance,I,3,0,2
33.765,-118.147,2018,No type recorded,I,3,0,1
33.775,-118.123,2018,No type recorded,I,3,0,1
33.761,-118.143,2018,No type recorded,E,3,0,12
33.769,-118.151,2018,Animals,I,3,0,1
33.777,-118.125,2018,No type recorded,I,3,0,1
33.788,-118.152,2018,No type recorded,I,3,0,1
33.759,-118.144,2018,No type recorded,E,3,1,2
33.767,-118.139,2018,Unpermitted Construction,I,3,0,1
33.787,-118.15,2018,Health/Pests,I,3,1,1
33.773,-118.141,2018,No type recorded,E,3,0,3
33.784,-118.151,2018,Other,P,3,1,1
33.784,-118.151,2018,Property Maintenance,E,3,1,1
33.784,-118.151,2018,Property Maintenance,E,3,0,1
33.783,-118.151,2018,Illegal Use,P,3,0,1
33.754,-118.118,2018,Signage,E,3,0,1
33.769,-118.144,2018,No type recorded,I,3,0,1
33.758,-118.126,2018,No type recorded,I,3,0,1
33.759,-118.146,2018,No type recorded,E,3,0,2
33.783,-118.14,2018,Property Maintenance,I,3,0,1
33.764,-118.118,2018,Property Maintenance,I,3,0,1
33.774,-118.139,2018,No type recorded,I,3,1,1
33.784,-118.14,2018,Property Maintenance,E,3,0,1
33.766,-118.14,2018,Property Maintenance,I,3,0,1
33.758,-118.142,2018,Property Maintenance,I,3,0,1
33.765,-118.119,2018,Property Maintenance,I,3,1,1
33.779,-118.151,2018,No type recorded,I,3,0,1
33.759,-118.144,2018,No type recorded,I,3,1,2
33.759,-118.144,2018,No type recorded,I,3,0,15
33.785,-118.15,2018,No type recorded,I,3,1,1
33.765,-118.128,2018,No type recorded,I,3,1,1
33.761,-118.129,2018,Other,I,3,0,1
33.76,-118.143,2018,No type recorded,E,3,1,5
33.76,-118.143,2018,No type recorded,E,3,0,27
33.76,-118.143,2018,No type recorded,I,3,1,6
33.76,-118.143,2018,No type recorded,I,3,0,17
33.758,-118.127,2018,Property Maintenance,I,3,1,1
33.785,-118.151,2018,No type recorded,E,3,1,1
33.755,-118.124,2018,No type recorded,I,3,1,1
33.783,-118.141,2018,No type recorded,I,3,0,1
33.773,-118.138,2018,Other,I,3,0,1
33.781,-118.148,2018,No type recorded,E,3,0,1
33.787,-118.151,2018,Other,E,3,0,1
33.76,-118.137,2018,No type recorded,E,3,1,1
33.76,-118.137,2018,No type recorded,E,3,0,8
33.76,-118.137,2018,No type recorded,I,3,1,1
33.76,-118.137,2018,No type recorded,I,3,0,8
33.758,-118.126,2018,Other,I,3,0,1
33.775,-118.123,2018,Property Maintenance,I,3,1,1
33.775,-118.123,2018,Vehicles,I,3,1,1
33.776,-118.145,2018,Other,I,3,0,1
33.783,-118.152,2018,Illegal Use,E,3,1,1
33.787,-118.145,2018,Vehicles,I,3,0,1
33.758,-118.141,2018,Other,I,3,0,1
33.77,-118.109,2018,No type recorded,I,3,0,1
33.765,-118.15,2018,No type recorded,I,3,0,1
33.786,-118.148,2018,No type recorded,I,3,0,1
33.757,-118.131,2018,Unpermitted Construction,E,3,1,1
33.771,-118.15,2018,No type recorded,E,3,1,2
33.749,-118.121,2018,No type recorded,I,3,1,2
33.757,-118.132,2018,Unpermitted Construction,I,3,0,1
33.765,-118.149,2018,No type recorded,I,3,0,1
33.78,-118.143,2018,Property Maintenance,I,3,0,1
33.785,-118.15,2018,Unpermitted Construction,I,3,1,1
33.769,-118.135,2018,No type recorded,I,3,0,1
33.769,-118.148,2018,No type recorded,I,3,0,1
33.771,-118.123,2018,No type recorded,I,3,1,1
33.781,-118.147,2018,No type recorded,I,3,0,1
33.78,-118.14,2018,Property Maintenance,I,3,1,1
33.777,-118.147,2018,Health/Pests,E,3,1,1
33.776,-118.145,2018,Habitability,I,3,0,1
33.77,-118.123,2018,Property Maintenance,I,3,0,1
33.748,-118.122,2018,No type recorded,E,3,1,1
33.748,-118.122,2018,No type recorded,E,3,0,11
33.777,-118.147,2018,No type recorded,E,3,1,1
33.777,-118.147,2018,No type recorded,E,3,0,8
33.749,-118.121,2018,No type recorded,I,3,0,22
33.758,-118.134,2009,Property Maintenance,I,3,1,1
33.753,-118.12,2018,Health/Pests,I,3,1,1
33.766,-118.145,2018,Illegal Use,I,3,0,1
33.759,-118.131,2018,Signage,E,3,0,1
33.782,-118.146,2018,No type recorded,I,3,0,1
33.764,-118.146,2018,Vehicles,E,3,1,1
33.764,-118.146,2018,Unpermitted Construction,E,3,0,1
33.78,-118.142,2009,Other,I,3,1,1
33.76,-118.143,2018,Unpermitted Construction,I,3,1,1
33.762,-118.139,2018,Signage,E,3,0,1
33.761,-118.138,2018,Signage,E,3,0,1
33.761,-118.137,2018,Signage,I,3,0,1
33.761,-118.136,2018,Signage,E,3,1,1
33.76,-118.134,2018,Signage,E,3,1,1
33.759,-118.131,2018,Signage,E,3,1,1
33.757,-118.124,2018,Signage,E,3,1,1
33.757,-118.122,2018,Signage,E,3,0,1
33.774,-118.149,2018,No type recorded,I,3,1,1
33.757,-118.125,2018,Signage,E,3,1,1
33.787,-118.143,2009,No type recorded,I,3,1,1
33.75,-118.122,2009,Other,I,3,1,1
33.857,-118.197,2018,No type recorded,E,3,1,1
33.78,-118.144,2018,Property Maintenance,I,3,1,3
33.753,-118.117,2018,Other,E,3,0,1
33.784,-118.138,2018,No type recorded,I,3,1,1
33.759,-118.136,2018,Property Maintenance,I,3,0,1
33.762,-118.136,2018,No type recorded,E,3,0,6
33.762,-118.136,2018,No type recorded,E,3,1,1
33.762,-118.136,2018,No type recorded,I,3,0,5
33.764,-118.135,2018,No type recorded,E,3,0,5
33.763,-118.135,2018,No type recorded,I,3,0,5
33.766,-118.139,2018,Property Maintenance,I,3,0,1
33.762,-118.135,2018,Illegal Use,I,3,0,1
33.757,-118.139,2018,No type recorded,E,3,0,47
33.757,-118.139,2018,No type recorded,I,3,0,33
33.757,-118.139,2018,No type recorded,I,3,1,3
33.757,-118.139,2018,No type recorded,E,3,1,3
33.764,-118.146,2018,Other,E,3,0,1
33.783,-118.144,2009,No type recorded,E,3,1,2
33.783,-118.173,2018,Graffiti,I,3,0,2
33.785,-118.151,2018,Unpermitted Construction,I,3,0,1
33.765,-118.144,2018,No type recorded,E,3,1,1
33.771,-118.107,2018,Property Maintenance,I,3,1,1
33.784,-118.144,2018,Other,E,3,0,1
33.773,-118.138,2018,No type recorded,I,3,1,1
33.764,-118.15,2018,Other,E,3,0,1
33.769,-118.147,2018,Habitability,I,3,1,1
33.758,-118.138,2018,No type recorded,E,3,1,1
33.758,-118.138,2018,No type recorded,E,3,0,10
33.758,-118.138,2018,No type recorded,I,3,0,6
33.759,-118.138,2018,No type recorded,I,3,0,6
33.778,-118.144,2009,No type recorded,I,3,1,2
33.766,-118.15,2018,No type recorded,I,3,0,1
33.758,-118.133,2018,No type recorded,I,3,0,1
33.767,-118.147,2018,No type recorded,E,3,0,1
33.759,-118.136,2018,Other,I,3,1,1
33.771,-118.139,2018,No type recorded,I,3,1,1
33.771,-118.139,2018,No type recorded,I,3,0,4
33.771,-118.138,2018,No type recorded,I,3,0,5
33.754,-118.133,2018,No type recorded,E,3,0,33
33.769,-118.109,2018,Vehicles,I,3,0,1
33.754,-118.133,2018,No type recorded,I,3,1,1
33.754,-118.133,2018,No type recorded,I,3,0,6
33.749,-118.123,2018,No type recorded,I,3,0,1
33.754,-118.133,2018,No type recorded,E,3,1,2
33.755,-118.132,2018,No type recorded,I,3,0,5
33.756,-118.128,2018,No type recorded,I,3,0,1
33.775,-118.146,2018,No type recorded,I,3,0,1
33.752,-118.115,2018,Illegal Use,E,3,0,1
33.765,-118.151,2018,No type recorded,I,3,0,1
33.77,-118.148,2018,Property Maintenance,I,3,0,1
33.749,-118.123,2018,Other,I,3,0,1
33.764,-118.142,2018,No type recorded,I,3,0,1
33.758,-118.141,2009,Property Maintenance,E,3,1,1
33.777,-118.145,2009,Vehicles,E,3,1,1
33.772,-118.14,2018,Other,E,3,0,1
33.772,-118.14,2018,Unpermitted Construction,E,3,0,1
33.779,-118.147,2018,Other,I,3,0,1
33.762,-118.131,2018,No type recorded,E,3,1,1
33.763,-118.154,2018,Vehicles,I,3,0,1
33.78,-118.201,2018,No type recorded,I,3,0,1
33.772,-118.128,2018,No type recorded,E,3,0,1
33.756,-118.132,2018,No type recorded,I,3,1,1
33.756,-118.132,2018,No type recorded,I,3,0,4
33.756,-118.131,2018,No type recorded,E,3,0,1
33.761,-118.127,2018,No type recorded,I,3,0,38
33.766,-118.138,2009,No type recorded,I,3,1,1
33.761,-118.127,2018,No type recorded,E,3,0,17
33.761,-118.133,2018,Other,I,3,0,1
33.764,-118.146,2018,Vehicles,E,3,0,1
33.768,-118.14,2018,No type recorded,I,3,0,1
33.788,-118.149,2018,No type recorded,I,3,0,1
33.757,-118.138,2018,No type recorded,I,3,1,2
33.757,-118.127,2018,Vehicles,I,3,1,1
33.786,-118.149,2018,Vehicles,I,3,0,1
33.775,-118.143,2018,Property Maintenance,E,3,0,1
33.762,-118.147,2018,Property Maintenance,I,3,0,1
33.759,-118.134,2009,Unpermitted Construction,I,3,1,1
33.772,-118.151,2018,Unpermitted Construction,I,3,0,1
33.761,-118.126,2018,No type recorded,I,3,0,5
33.75,-118.123,2018,No type recorded,E,3,1,1
33.75,-118.123,2018,No type recorded,E,3,0,4
33.758,-118.131,2018,Other,I,3,0,1
33.772,-118.144,2009,No type recorded,I,3,1,1
33.756,-118.123,2018,No type recorded,I,3,1,1
33.776,-118.145,2018,No type recorded,E,3,0,1
33.755,-118.124,2018,No type recorded,I,3,0,1
33.763,-118.144,2009,No type recorded,I,3,1,1
33.757,-118.139,2009,No type recorded,I,3,1,2
33.772,-118.14,2018,Unpermitted Construction,I,3,1,1
33.761,-118.143,2018,No type recorded,I,3,1,2
33.761,-118.143,2018,No type recorded,I,3,0,9
33.761,-118.143,2018,No type recorded,E,3,1,2
33.779,-118.15,2018,Vehicles,I,3,0,1
